z (m), u (m/s), V (1/s), T (K), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO, 
0.0, 0.096305449174644897, 1.1274483230102631e-17, 294.0, 6.3327561421815692e-05, 1.6335530533364737e-13, 1.2646898114795956e-14, 0.081232806396339008, 3.1709320188687524e-17, 5.2104672756431565e-07, 9.7027607413241415e-14, 1.2058928423682587e-12, 7.439191743517522e-14, 3.1020340570168519e-17, 3.1953835468538541e-14, -1.0359100226554912e-13, 1.708852373912263e-12, 0.61311204979999678, 7.3201932214484678e-08, 1.4932730971918729e-08, 5.0428121344040746e-16, 3.1866726704817335e-11, 8.5986310716402103e-15, -2.9473854367144602e-19, 2.5793313723324286e-12, -2.4076543100158277e-19, 2.525001398675618e-09, 6.8481194604257171e-24, 5.4280911691706096e-10, -5.644792445779271e-19, 1.1348690851944292e-10, 6.9537938708554617e-22, 9.8990637648030952e-12, 2.7288351538875068e-13, -4.5453295234219808e-18, -9.8108196306912994e-14, 8.9736957271601455e-14, 7.3002410100859827e-11, 1.0161576416751382e-14, 8.5231654217699653e-11, 6.579927394510024e-12, 1.4083626116628237e-15, -4.2887918405206794e-15, -4.5014076127652121e-23, 1.272832998217583e-11, 3.915374968621653e-18, 1.3126229793951022e-24, 9.9676094584958697e-13, -3.8892612475732684e-15, 3.6486228778719581e-12, -3.5104377559623177e-18, 0.30172303662806199, 0.0038681670215710536, -2.309492863991625e-15, 6.0299847733970198e-15, 9.0368805347667847e-21, -8.3035404918904612e-14, 
0.0010777777777777778, 0.094136793583575962, 2.0107154159221388, 293.97306122124729, 0.00015343838457490262, 1.1884515811299395e-17, 5.5699317147189513e-14, 0.081226448445879784, -2.8710918770175398e-17, 3.0108127287121278e-06, 5.3289268252536387e-13, 7.2728438592184107e-12, 1.2508295664579574e-19, 2.2389021934567717e-24, 6.9316026014099328e-21, -3.1337262015146027e-20, 9.8150990820626784e-12, 0.61304393776722388, 4.3826698285807437e-07, 1.1206056792036695e-07, 2.537334172904016e-20, 2.4659521696630927e-10, 6.6836283414371145e-19, 3.9410199974291704e-18, 2.0675934758550822e-11, -5.157541631982045e-25, 1.8321946461572218e-08, 4.8678344376188018e-26, 4.0730326051657081e-09, -6.3968628257124866e-19, 9.1128502274425275e-10, 7.5111257403006665e-22, 8.6223800334176867e-11, 2.4305160144616868e-12, -3.3529477310979782e-18, -3.2753317584077243e-16, 8.4974412987799702e-14, 4.30689414807628e-10, 4.3441077435611284e-21, 5.1256669943788208e-10, 4.5322535549212023e-11, 6.9931255262389141e-14, -4.828002407473052e-15, -2.2854534044807738e-26, 1.0002202396905999e-10, 1.3629761164652001e-18, 1.2053836940887424e-24, 7.9944819647292372e-12, 2.8029545708184913e-14, 2.7226724604282129e-11, -4.6499245082585576e-18, 0.30170452921317087, 0.0038680602448925329, -2.9306439295335062e-15, 1.1518498397417189e-13, 1.0368504557207407e-20, 4.8099304334470407e-16, 
0.0016166666666666666, 0.091441508786496067, 3.0163655430231429, 293.99583595298674, 0.0002454926629517183, 8.8627263520643053e-20, 4.3483332439029733e-14, 0.081220838663028067, -1.9137763675768602e-17, 8.6162569179490228e-06, 6.8642639368253548e-13, 2.1376954984375448e-11, 1.0291537441898251e-23, 6.005925553984328e-29, 7.8775802653769386e-22, -1.1497560151268344e-25, 2.6928333487040424e-11, 0.61296046901193479, 1.2880906598203519e-06, 3.9217601605701793e-07, 5.1876528191922355e-22, 8.8390850483771943e-10, 1.6347072405814339e-22, 1.3357240014370222e-17, 7.5141605665744711e-11, -1.4123469975060934e-28, 6.2445613794864348e-08, -1.7123172623240934e-27, 1.4253120189300785e-08, -1.9131230580725157e-18, 3.3673821778189412e-09, 1.9963501668630039e-21, 3.3974351766824534e-10, 9.597284032489603e-12, -2.8941513344726597e-18, -2.5990059466056605e-16, 8.5160932087618083e-14, 1.2517840123854475e-09, 5.2751351734758404e-26, 1.5115562727334897e-09, 1.4818219394810622e-10, 2.6990135321322248e-13, -5.0122308494158355e-15, -8.7845250763583298e-28, 3.6357715033779189e-10, 7.6717924962473204e-20, 1.0580450360935047e-27, 2.8273264190818541e-11, 1.1977276169102295e-13, 9.5554173399757527e-11, -7.0491000470206649e-18, 0.30169482800862502, 0.0038679903061069019, 1.3094599585147386e-14, 5.2835508594304896e-13, 2.799346319115355e-20, 2.7936331019945873e-13, 
0.0021555555555555555, 0.087695708840711581, 4.0228779591349761, 294.12220720301997, 0.00039969182707527565, 2.0594408889583495e-20, 3.3106157326108511e-14, 0.081212787288312716, 2.839090977621979e-17, 2.6926975739575393e-05, 1.2252770926748772e-12, 6.8823931187620618e-11, -3.3832548644353375e-27, -2.7007764429970106e-28, 2.2798480437972378e-21, -3.1306803796116539e-28, 8.0318235164101307e-11, 0.61278272951326118, 4.1483514841599907e-06, 1.5365708891082421e-06, 1.5386151554999282e-21, 3.5578469316557991e-09, 1.0059669291441858e-25, 3.8876117000146342e-17, 3.0652081321389429e-10, 1.3457356199873414e-27, 2.3752605929908395e-07, 6.0417509723990241e-26, 5.5839617111591941e-08, -6.8973971733107964e-18, 1.4015001735329129e-08, 5.7915741568900823e-21, 1.519077011541265e-09, 4.2935962660797069e-11, -2.389589955641278e-18, -4.9846188036493857e-17, 8.539392910683226e-14, 3.9809333657954758e-09, -2.3751533150617566e-28, 4.8862805922032032e-09, 5.3791756970061146e-10, 1.0929131971169259e-12, -5.2577230226578002e-15, 3.2252801327976491e-27, 1.4864286124811816e-09, -1.6212279054599471e-18, -4.7465160650301442e-27, 1.1148667049809773e-10, 4.9614452732664624e-13, 3.7593411580398625e-10, -1.0036771228438203e-17, 0.30170358004166581, 0.0038682750890825829, 9.6346187069823467e-14, 2.6994012770221233e-12, 8.3582215456322008e-20, 1.5843996357715508e-12, 
0.0026944444444444446, 0.082954443405038547, 5.0321196712680276, 294.56493028121668, 0.00065351233852716797, 8.3351349726092227e-20, 2.3787615779903856e-14, 0.081201027058110872, 1.8442601015172872e-16, 8.4938657147955049e-05, 3.0104664674231837e-12, 2.2360829388326e-10, -2.7467065557776607e-26, 4.6570815274458437e-28, 6.3454704377024459e-21, 3.786185462127239e-26, 2.4564344266183093e-10, 0.6123805937628769, 1.3482822817221151e-05, 6.0592519530662789e-06, 4.3902366320746807e-21, 1.4407126620272685e-08, 7.4312224789000127e-25, 1.7576962482226195e-17, 1.2569534363969155e-09, -4.9088390667277968e-28, 9.097907357935206e-07, 9.6791636254512919e-25, 2.2017895551858996e-07, -1.5136541647328273e-17, 5.8635913128135027e-08, 1.602451440419368e-20, 6.8190263102025927e-09, 1.9276072879142549e-10, -1.9709178099226026e-18, -9.9999873339710367e-18, 8.6055486533418991e-14, 1.2776980985563005e-08, 9.4354017385477666e-29, 1.5939574670532105e-08, 1.9675936878570078e-09, 4.3687504547442066e-12, -5.3799854280252391e-15, -2.4167759279374165e-26, 6.1118764161311807e-09, -3.3110129164200205e-18, 2.1470644313617286e-26, 4.4178543068287e-10, 1.9900830741833491e-12, 1.4888457993330765e-09, -1.4642773917307096e-17, 0.30178925327817691, 0.003869882321825857, 5.1714611317548511e-13, 1.3708726137153514e-11, 2.357790019549688e-19, 7.4840411247009972e-12, 
0.0032333333333333333, 0.077356513241008049, 6.0495668361667452, 295.92516969309395, 0.0010614513358444628, 3.7408896205156157e-19, 1.4993204974855208e-14, 0.08117844215966441, 7.6305403048519404e-16, 0.00026101022343595262, 8.7269110557409362e-12, 7.0728214772468527e-10, 1.8891327381517063e-26, 5.3889435478879965e-28, 1.515611355555565e-20, 5.1898283836906869e-25, 7.4212563238886542e-10, 0.61143327144087489, 4.2663479692036155e-05, 2.3121145865928529e-05, 1.1146544579699942e-20, 5.6408156506974386e-08, 7.4762869624206541e-24, 2.9986163153935233e-15, 4.9812961746578398e-09, 1.3644582025850678e-26, 3.3752914612407907e-06, 1.358936146364452e-23, 8.4013809770316454e-07, -1.3582491473477422e-16, 2.369852107917407e-07, 3.8237999478390657e-20, 2.9512184075584822e-08, 8.3427600598108452e-10, -1.5809994781898425e-18, -9.8122920109904288e-19, 1.3280857414083137e-13, 3.9929231438900025e-08, -5.5093270441045745e-29, 5.061560917544105e-08, 6.9797791756188401e-09, 1.6813818886752246e-11, 4.4491908517581231e-15, 1.1030993067399081e-26, 2.4287603494820145e-08, -5.18464444319876e-18, -3.2901055662927485e-27, 1.6932172026267631e-09, 7.6504305752684262e-12, 5.7054327008169644e-09, -1.3145027117611024e-17, 0.30211985414527798, 0.0038755111227780693, 2.5417094673087537e-12, 6.6821302935876821e-11, 5.748229294420859e-19, 3.2892752936457183e-11, 
0.0037722222222222219, 0.071217293798719564, 7.0899008649284374, 299.77117875873762, 0.0016961899532758503, 2.7493095073599417e-18, 7.1860096051883298e-15, 0.081111265269717903, 7.2285317299028033e-15, 0.00076395509813560465, 2.6658562146906274e-11, 2.1301715226108133e-09, 1.0950115781956109e-25, -3.8063218186567631e-27, 2.6857057334504121e-20, 1.4676779769980561e-23, 2.1635247848228126e-09, 0.60918953501215933, 0.00012856088110178187, 8.3412831348066607e-05, 3.6740781165328082e-20, 2.0859862194776796e-07, 2.3153646991006731e-22, 2.7041466979626454e-14, 1.8637743219618298e-08, -2.9948684109563585e-26, 1.1853519107661607e-05, 3.664730420803159e-22, 3.0311421022225746e-06, 1.649976954912736e-15, 9.0401374060378152e-07, 7.111491170150849e-20, 1.2027711888778311e-07, 3.4001216846546029e-09, -1.3872184132397756e-18, 2.3344110097225247e-18, 2.3714202110504777e-13, 1.1879420584803061e-07, -1.3431305032978353e-26, 1.5303581724451072e-07, 2.3466314293113429e-08, 6.1094336047650219e-11, 3.8443123819508837e-14, -2.8956446281483048e-26, 9.1113589772274914e-08, 2.7736661098697457e-14, -1.601064082420973e-26, 6.1341888515167295e-09, 2.7737893578154226e-11, 2.0668898238460228e-08, -2.921165625132326e-17, 0.30311872714643806, 0.0038917961442994763, 1.1626738539147397e-11, 3.0569199557694013e-10, 1.0410574120984472e-18, 1.3510121775189027e-10, 
0.004311111111111111, 0.065137765864414679, 8.1872943029159639, 309.72593702854607, 0.0026406763821951876, 2.5862945045364031e-17, 2.1769887532801796e-15, 0.080878850045824957, 5.0612906192878485e-14, 0.0020784194494278124, 8.4763289998400826e-11, 5.9662001619535171e-09, -2.2294281544183771e-25, -2.9221598277681624e-27, 3.4603833338833089e-20, 2.9991948573800685e-22, 5.9851366081743229e-09, 0.604083830503513, 0.00036040326486446025, 0.00027712797043198505, 4.4272498546791514e-19, 7.0933409976201747e-07, 5.4199895970192316e-21, 2.2574779237583622e-13, 6.409064264405958e-08, -6.5239302946417098e-27, 3.8412013526505055e-05, 9.5567506145138244e-21, 1.0074127470188642e-05, 1.5743654234518565e-14, 3.169297917736603e-06, 1.8177820163570439e-19, 4.4896168015629693e-07, 1.2691769535059213e-08, -1.118104750019373e-18, 1.5735388593455446e-17, 4.5555365957431792e-13, 3.2836880555311842e-07, 3.058228112840927e-27, 4.3034342990037503e-07, 7.2889060340996464e-08, 2.0432356590806071e-10, 1.3106492127383487e-13, 3.4761287284223217e-26, 3.140860757212768e-07, 1.2168419323886692e-13, 9.4969591619556724e-26, 2.0462604572397276e-08, 9.2550825087015844e-11, 6.8947338290996062e-08, 1.4440132568623181e-17, 0.30569405619083961, 0.0039324964130175132, 4.8489919798429873e-11, 1.2757221939120424e-09, 2.5442858333094336e-18, 5.0727532578694581e-10, 
0.0048500000000000001, 0.059938682107219546, 9.404510186207494, 332.63610728958366, 0.0039626769136798141, 5.5071586866021211e-16, 7.0927735975829138e-16, 0.080166861527401809, 2.7413637240830078e-13, 0.0050899672410948177, 2.9804225209009622e-10, 1.506971771092596e-08, -6.4475080764089837e-25, -3.6070762655343271e-26, 1.2223266884374212e-19, 4.6929874448169094e-21, 1.5571099110164793e-08, 0.59350227393859001, 0.00091190182193961631, 0.00081801867087006306, 7.0116736523416911e-18, 2.1376102799154315e-06, 8.5989357838525575e-20, 1.7770895007133253e-12, 1.9516576957107234e-07, -5.6757601286917298e-26, 0.00011097770964425255, 2.4629155259592069e-19, 2.9766160280995764e-05, 9.7537518334596437e-14, 9.844086018158824e-06, 2.2164918527512898e-18, 1.4762177575388431e-06, 4.1731679070555528e-08, -1.0040874021117447e-18, 5.8926229098906872e-17, 8.6935528990716127e-13, 8.167961669073036e-07, 1.6029393929010605e-25, 1.0917858021551644e-06, 2.0208565536915506e-07, 6.0685352152979702e-10, 3.5317084485689305e-13, -2.4443872185377275e-25, 9.5846536061868973e-07, 3.9637656479351244e-13, 1.4713321766708175e-25, 6.0636363362549922e-08, 2.7428530661324312e-10, 2.0431028770372245e-07, 1.1138386839514164e-18, 0.31137116442756596, 0.0040193243573334505, 1.7757781338009853e-10, 4.6626035909952675e-09, 3.265085699421696e-17, 1.6765104225632663e-09, 
0.0051194444444444447, 0.057985735775030064, 10.09344414601653, 352.81899782689982, 0.0048029729825124637, 2.8345416500950848e-15, 2.1298659081866805e-16, 0.079386153670220283, 6.7443883092612207e-13, 0.0077613147136892597, 6.8996542166315851e-10, 2.3423221320940613e-08, 3.5368361090937933e-24, 2.6530540658049552e-25, 4.1655620599126013e-19, 2.0545642603985577e-20, 2.5760157466642545e-08, 0.58466682131313252, 0.001419614113610645, 0.001381504523227362, 3.0351386711847386e-17, 3.6491626790133564e-06, 3.5823160336638496e-19, 5.9612939934339496e-12, 3.351281148511356e-07, 2.0226301725408707e-24, 0.00018545043382605622, 1.5751452972019052e-18, 5.0323499298430955e-05, 2.3018114250732071e-13, 1.7119411817438566e-05, 1.0956600386063437e-17, 2.6483951477427312e-06, 7.4868867622826517e-08, -1.0107517471814765e-18, 1.4308494378612973e-16, 1.1940188377238036e-12, 1.2566537721615258e-06, 9.1557585680244312e-25, 1.7019524440523367e-06, 3.2955911495768267e-07, 1.0284881770859355e-09, 5.5925389857772483e-13, 4.462552017971751e-24, 1.6475561290174689e-06, 6.9199739762691939e-13, -7.6841004384517637e-25, 1.0263838757140357e-07, 4.6430920515167033e-10, 3.4583464880598673e-07, -2.1992461682051468e-17, 0.31622549880628659, 0.0040910711391170824, 3.410602338420138e-10, 8.9110997272387117e-09, 1.566977326688331e-16, 3.0163399836077787e-09, 
