z (m), u (m/s), V (1/s), T (K), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO, 
0.0, 0.36827442073111494, -2.1927965950427128e-17, 300.0, 1.9625069774850058e-07, -2.0469659607646931e-13, -6.5789674263168207e-18, 1.0079400172675333e-13, 2.5349001020612004e-16, 1.6497891070068943e-11, -4.3684488924804311e-17, -8.5721738481247261e-15, -1.1719733177808463e-14, 6.6257304619807514e-14, -6.9375411511525465e-22, -8.6957807261494503e-14, -2.6083326464217965e-14, 0.99999980369192842, 2.8095759001579316e-12, 1.81431626762423e-13, -6.0300380671089142e-21, 6.2192828413989942e-15, 1.5740469110487128e-25, 1.6070458912348232e-18, 2.9648709860607306e-15, -1.4979354605297317e-14, 4.168631735115315e-14, -6.4163527280796579e-21, 1.7456528611971699e-14, 1.6696245980904544e-17, 1.3930714777901686e-15, 3.3463752306061334e-17, 6.7341568962769389e-15, -1.1915566859031416e-15, 7.1724106715943013e-15, 3.3555960714455969e-15, 8.9519624214091103e-16, 1.4007106420203825e-15, -1.0047744920898372e-33, 7.1223838040351613e-15, 1.7019580152077985e-15, 1.5375799838284373e-15, -6.8546727078486194e-15, -9.1858560639501395e-22, 5.0445663002221735e-17, 1.2567452489201473e-18, -1.012857585307184e-14, 1.0418187561430591e-15, -1.4642779189485839e-18, 4.8221225779380676e-17, 5.9064326602486619e-18, 3.758928821059818e-11, 4.0093381622585768e-13, 3.2535778748362102e-21, -6.4510500540152178e-16, -6.1173191945638435e-17, -1.4973353558056325e-15, 
0.00041666666666666664, 0.36597980033936905, 5.4836960477603602, 299.99195278009455, 6.0463016832290956e-07, -1.5374514333289978e-13, -5.917456113971607e-18, 7.8717664664962597e-13, 1.3481089678480789e-18, 1.2875231817211563e-10, -3.6691504074326632e-17, -8.5640171969075465e-15, -1.1719519535944267e-14, 2.9403292880921901e-20, -5.0792999739736281e-21, -5.2099907332668993e-20, -2.0007249612669137e-13, 0.99999939491761425, 2.2233000360600444e-11, 1.8016508724116636e-12, -6.2788483657706594e-20, 6.8642598638971007e-15, 2.5845656543730798e-24, 1.9258000548247908e-18, 3.0963166554593012e-15, -1.479801708886799e-14, 4.0491561742082117e-13, -2.0550286274352452e-21, 1.7551752292745695e-13, 1.9945197189336941e-17, 1.4800406728491412e-14, 3.3404941913035701e-17, 6.986464092068557e-15, -1.1611411642470506e-15, 7.1723932951192505e-15, 3.3555706933745999e-15, 8.968782868443144e-16, 1.1156206727068706e-14, -7.9609434596789758e-33, 4.1307123532948486e-14, 1.7453426015199878e-15, 1.5394161387382438e-15, -6.8543748076881415e-15, -3.4022878935629829e-21, 1.4062274159655822e-15, 1.2687052742207089e-18, -1.0128500347979057e-14, 1.1441274815706337e-15, -5.7862147355882599e-19, 4.7249794464449901e-16, 5.9064201692356503e-18, 2.951381647447204e-10, 3.2318261898741947e-12, 4.9884740032298844e-20, -6.4353445653373188e-16, -6.0887483626771112e-17, -1.4968318203471193e-15, 
0.00083333333333333328, 0.35911562488495324, 10.967389823614667, 299.98374176042785, 1.8575646751445888e-06, -1.4656398699304601e-13, -5.7616937820784689e-18, 6.1187731062786482e-12, 3.1851295887975006e-21, 1.0000876399608789e-09, 2.026784517358631e-17, -8.5012944619972496e-15, -1.1718304509619277e-14, 1.2849265665899295e-26, -3.8697903040027352e-21, -3.0707618942830657e-26, -1.92332162419174e-13, 0.99999813889868261, 1.7510749958832979e-10, 1.7818549911352817e-11, -4.2320227676783128e-19, 1.3533281420645015e-14, 2.3819050170750481e-23, 5.2378119895832361e-18, 4.4730133764342807e-15, -1.4268358976441112e-14, 3.9147708597373193e-12, -1.5116010455723257e-21, 1.021690655404081e-12, 5.4521217519180166e-17, 1.5593702446674395e-13, 3.3460798589578186e-17, 9.9025464633355451e-15, -8.0962019710376522e-16, 7.1722729843509327e-15, 3.3554413713299924e-15, 9.0600401821264116e-16, 8.8444598475551524e-14, -5.9289106481076861e-32, 3.111330437745698e-13, 2.1366496319690905e-15, 1.5577198054813417e-15, -6.8520560666748971e-15, -2.0258923296345098e-20, 1.5727314462946999e-14, 1.4476503486081964e-18, -1.0128080749159664e-14, 2.1610036468259282e-15, 8.2241419273902304e-18, 4.6894915073191928e-15, 5.9065702403919686e-18, 2.3064179266314088e-09, 2.5927559871230004e-11, 6.5854819210322676e-19, -6.2276521887738815e-16, -5.7610519903110137e-17, -1.4909839818336081e-15, 
0.0012499999999999998, 0.34768245940146481, 16.451079746643323, 299.97530062947482, 5.6531662533739259e-06, -1.3112414900299606e-13, -7.9054028516618524e-18, 4.6857849755040323e-11, -8.2727625312467869e-21, 7.653338574003976e-09, 4.6004002238512102e-16, -8.0190902531732023e-15, -1.1711687933402185e-14, 2.2147310576707495e-32, 4.3642826998280791e-20, -2.1831226710228528e-30, -1.242741557235825e-13, 0.99999431958815721, 1.3586753319263674e-09, 1.7349360894650669e-10, -2.3816639234451903e-18, 8.1325393203861015e-14, 2.4139295186180614e-22, 3.9037035237901645e-17, 1.8647877475274778e-14, -1.2858219457461531e-14, 3.7253504967825991e-11, -7.1730262853772786e-21, 9.3398265667391001e-12, 4.1608485279617557e-16, 1.6352305897454175e-12, 3.4269438081503969e-17, 4.302924247748085e-14, 3.1836335579239802e-15, 7.1715853890759483e-15, 3.3547910594545098e-15, 9.5475330541974202e-16, 6.9075885985379008e-13, -4.0828888707146175e-31, 2.4061178915290302e-12, 5.6073091325943538e-15, 1.737078305485418e-15, -6.8341444773225969e-15, -1.2935213610881277e-19, 1.6443908119275892e-13, 3.3796820209207747e-18, -1.0125650644318227e-14, 1.209797099051729e-14, 9.4245108924967866e-17, 4.5898114718461365e-14, 5.9074042752619005e-18, 1.7756913047100041e-08, 2.0490368906674349e-10, 8.5405299408139889e-18, -3.5283020541582729e-16, -2.0291448558535317e-17, -1.4241831651891549e-15, 
0.0016666666666666666, 0.33168208076624783, 21.934777472495462, 299.96685627115465, 1.69065220142886e-05, -9.5896486697426387e-14, -2.0317899077539885e-17, 3.4954614993797806e-10, -3.2614362583944107e-20, 5.705214118957798e-08, 3.7460153898459364e-15, -4.4065644221577921e-15, -1.1677525569513755e-14, -4.7889979198176826e-32, 4.3024981515012335e-19, -9.356523236603684e-30, 3.8497401509169178e-13, 0.99998288894563947, 1.0268260342995526e-08, 1.6434131446741242e-09, -9.7397312913082156e-18, 7.5069594242296289e-13, 2.4434321009076549e-21, 3.7404315378723131e-16, 1.6040725588429608e-13, -9.7789086796185649e-15, 3.4489427894006299e-10, -2.9586518961894611e-20, 8.8774559916184751e-11, 4.0880933774785898e-15, 1.6732878779827967e-11, 3.9816600048132621e-17, 4.084378439293493e-13, 4.7231724554122049e-14, 7.1679010870717059e-15, 3.3516237744505709e-15, 1.2084241786388643e-15, 5.2545757605150323e-12, -2.2396561600350138e-30, 1.822147767055056e-11, 3.5521611494652242e-14, 3.4443725168736641e-15, -6.699307668901822e-15, -7.8441033986053772e-19, 1.664317306504837e-12, 2.305805287924866e-17, -1.0112026861414051e-14, 1.0643134099294049e-13, 9.1085691840313878e-16, 4.3709852401367954e-13, 5.9074838645844248e-18, 1.3316411495830698e-07, 1.577108902148459e-09, 1.0768801150983576e-16, 3.052611096854193e-15, 3.927498485883621e-16, -6.8310185140445666e-16, 
0.0020833333333333333, 0.31112040376619982, 27.418590415380599, 299.96065396284854, 4.9253723411326201e-05, -1.5044810917970668e-14, -6.7967850628877599e-17, 2.5089798664344762e-09, -1.1328404106643202e-19, 4.0923022849798136e-07, 2.7303574262519872e-14, 2.1586814384924318e-14, -1.1515132882119486e-14, -7.4763869612321241e-32, 3.176882802742593e-18, -8.475021947222162e-30, 3.9686299542363766e-12, 0.99994926813247553, 7.4662233394788182e-08, 1.4951988941838394e-08, -7.3399822404522493e-18, 7.0867919341886399e-12, 2.372700277417375e-20, 3.5573259062693937e-15, 1.5194259977495385e-12, -5.1563667206124602e-15, 3.0672393442696443e-09, 3.8468588221762351e-19, 8.1610848787223223e-10, 3.9833807497231728e-14, 1.6448266626798453e-10, 7.3873498314459742e-17, 4.2705562278953096e-12, 5.1278984709012632e-13, 7.1494679468387529e-15, 3.3370480387926449e-15, 2.4793353258900641e-15, 3.8454741419833068e-11, -2.5618293029768454e-30, 1.3285002966433837e-10, 2.8287566058538058e-13, 1.9026862976530737e-14, -5.7241226034307284e-15, -4.2788001311904073e-18, 1.6165060443407636e-11, 2.1454508357074189e-16, -1.004101804462078e-14, 9.6510544542520806e-13, 8.3441050491267972e-15, 3.998017938007964e-12, 5.8467990894891893e-18, 9.6085564237877409e-07, 1.1676992630731927e-08, 1.3021339807617651e-15, 4.4195837189778529e-14, 4.7728487098292902e-15, 7.1947317187088356e-15, 
0.0025000000000000001, 0.28601886585042258, 32.903216924715217, 299.97132445548351, 0.00013846932586163347, 1.6419908247413575e-13, -1.4014383268261521e-16, 1.7092745298691572e-08, 4.5403276779474754e-22, 2.7860437926150223e-06, 1.8711456457962264e-13, 1.9863354023084562e-13, -1.084008627272032e-14, 1.0395696758542894e-29, 2.1403814685539407e-17, 1.6081094242802128e-27, 2.7764092414552989e-11, 0.99985138552951403, 5.1518399035835942e-07, 1.2879550882537556e-07, 3.4230672484129532e-16, 6.3733954138574018e-11, 2.1532695850614057e-19, 3.2128903259695622e-14, 1.3823873948007904e-11, -1.4328898410541557e-15, 2.5831402566883418e-08, 1.3927835946287661e-17, 7.1077064716842988e-09, 3.6842185901846024e-13, 1.5299143578826796e-09, 2.6997994715244145e-16, 4.2797032053947947e-11, 5.1569544002884617e-12, 7.0664438668915936e-15, 3.2758194715954473e-15, 8.5303903580043303e-15, 2.6704612909891938e-10, 1.889239352004444e-28, 9.19225036006464e-10, 2.216603766171859e-12, 1.5338983294496643e-13, 9.5159705397277714e-16, -1.9566901818502475e-17, 1.4855739027438422e-10, 1.9727897607825929e-15, -9.712681077369476e-15, 8.3494727170495381e-12, 7.2268046724418469e-14, 3.462096247832807e-11, 4.9220063221740653e-18, 6.5799954584409856e-06, 8.2028974758268472e-08, 1.487307372588967e-14, 5.1297971208136344e-13, 4.8597294342603128e-14, 8.6230665543267606e-14, 
0.0029166666666666664, 0.25645993299574021, 38.392702122601108, 300.08248979497591, 0.00037177418317816779, 5.3952596569753564e-13, 7.4778816034981663e-16, 1.0877197768895371e-07, 9.6305003642953664e-18, 1.77168793421671e-05, 1.1956473182839662e-12, 1.3210171787506285e-12, -8.6249949019110602e-15, 2.2138822950611923e-28, 1.3405284362444434e-16, 4.4319281061312509e-26, 1.747987239838464e-10, 0.99956313787861317, 3.3199155445527545e-06, 1.032801371842555e-06, 4.338459657243828e-15, 5.3365176739936539e-10, 1.7623594444585297e-18, 2.7010810980960861e-13, 1.1717920837716283e-10, -1.6459615553139949e-16, 2.0257752038776672e-07, 2.6038651700786687e-16, 5.7623134445566795e-08, 3.1702255353302683e-12, 1.3234966632236466e-08, 1.3231467274395602e-15, 3.9903713593916707e-10, 4.8099796231963589e-11, 6.7507523387343073e-15, 3.054275843321997e-15, 3.5493421075956455e-14, 1.7316757844828426e-09, 3.9924250969919241e-27, 5.9397882914851592e-09, 1.6263101928106823e-11, 1.2288028513015253e-12, 4.3457403062791661e-14, -6.5133544329787621e-17, 1.2698885137451818e-09, 1.6929747941706601e-14, -8.4707871755583386e-15, 6.7296407611547542e-11, 5.8255151059179898e-13, 2.7907363871697114e-10, -3.8293928843444573e-18, 4.2087544744200363e-05, 5.379975591538681e-07, 1.5764657148459423e-13, 5.4586598761656437e-12, 4.5470029420956445e-13, 8.212038147862689e-13, 
0.0033333333333333331, 0.2227533187247632, 43.907968027827614, 300.72006375088853, 0.00094169213896050537, 1.2835344882180431e-12, 1.1696087427383382e-14, 6.337481920428069e-07, 3.2235421620260261e-16, 0.00010313202983012764, 6.9916060639743049e-12, 7.8013329452936593e-12, -4.0911250952887941e-15, 3.0812518480024773e-27, 7.7618689666749178e-16, 1.008595128228863e-24, 1.0029644621832157e-09, 0.99867567185280015, 1.9582561080915775e-05, 7.5462032318584986e-06, 3.7114262899848032e-14, 4.0681161785570593e-09, 1.2275491790420596e-17, 2.0669027879166652e-12, 9.0420248075075401e-10, -6.7505810887710709e-18, 1.4481623434986865e-06, 3.5516142241336924e-15, 4.2556657436979868e-07, 2.4824498962347292e-11, 1.0418115265358153e-07, 6.5346074241343565e-15, 3.3815056238336452e-09, 4.076194278995373e-10, 5.8366236330237858e-15, 2.4427276630510913e-15, 1.4576887088914116e-13, 1.0274808845495489e-08, 5.7140151281088259e-26, 3.5129321043042075e-08, 1.0895872899132673e-10, 9.0378511597414175e-12, 2.8951546104726195e-13, -1.1163561292834277e-16, 9.8784953985889076e-09, 1.3188658543454597e-13, -5.2408185245762974e-15, 4.9422051876976128e-10, 4.278287896791582e-12, 2.0495258150212777e-09, -4.9487370687225406e-17, 0.00024646738325723242, 3.2283509183354144e-06, 1.515728561738288e-12, 5.2629392103796486e-11, 3.8556627387986979e-12, 7.0090070342223067e-12, 
0.0037499999999999999, 0.18590878799275368, 49.539983288852113, 303.75766805880784, 0.0022134724363619667, 2.7436957673741546e-12, 8.0480933835075221e-14, 3.2846978612083975e-06, 8.1521159741908705e-15, 0.00053351692597961042, 3.6554048391670314e-11, 4.078856778060051e-11, -6.3963964701368563e-16, 3.5568407537041938e-26, 4.1692141259054496e-15, 4.1174998642698494e-23, 5.1308951400049999e-09, 0.99578386845005973, 0.00010271640824347258, 4.8684450208155088e-05, 2.5094099607685205e-13, 2.7338516800911688e-08, 6.7836218704526248e-17, 1.3898177241899851e-11, 6.1488760609148859e-09, -9.5593157920996803e-20, 9.1471595394111152e-06, 3.5026887952311587e-14, 2.7739928688039927e-06, 1.7135635084927558e-10, 7.2261710165836299e-07, 3.039699484516276e-14, 2.5195480730167083e-08, 3.0371501027499479e-09, 3.9760824307736147e-15, 1.5388814086087801e-15, 5.4795090597443124e-13, 5.4150020237458015e-08, 7.2178911564605828e-25, 1.8473439443009463e-07, 6.4593764287236253e-10, 5.8737488679361634e-11, 1.5401040968225313e-12, -4.7939496487414408e-17, 6.7701192415846088e-08, 8.9900755956605997e-13, -1.3495684895632805e-15, 3.204368977109157e-09, 2.7739126017999113e-11, 1.3288499766685789e-08, -8.4105069337327036e-17, 0.001284207707672614, 1.7213684767564683e-05, 1.2782764277593903e-11, 4.4483115170345663e-10, 2.8656140364703091e-11, 5.2516240054349577e-11, 
